GENE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO	PWY	Module	Module-Name	Module-Completeness	Metabolism	Metabolism-name	KO-name	EC	MAG	Condition
maxbin2.spades.001_1_1300	302.1123812	-0.7110941868	0.2813446105	-2.53	0.01148828429	0.05820234451	K04566		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_4_104	85.7303887	-1.592067117	0.4539203503	-3.51	0.000453	0.004454740435	K19143	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['csx1;', 'CRISPR-associated', 'protein', 'Csx1\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_13_51	41.55840477	-1.591710657	0.6644402479	-2.395566287	0.01659471336	0.1399398639	K00790	,glycan_biosynthesis,carbohydrate	No Module	-	-	550,520	,Peptidoglycan  biosynthesis  ,Amino  sugar  and  nucleotide  sugar  metabolism	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	Symbiobacterium_sp._UNIPD15	AA
metabat2.megahit.33_65_2	22.14666583	-3.400861055	1.07559234	-3.161849457	0.00156770588	0.02570217202	K02013	transporters	No Module	-	-			ABC.FEV.A; iron complex transport system ATP-binding protein	7.2.2.-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_69	243.7529107	-1.588989507	0.4266388778	-3.724436731	0.0001957517961	0.004584233922	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.megahit.017_45_2	15.63527802	-3.391001036	1.120044534	-3.027559113	0.002465374896	0.03057064872	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD3	AA+Ab
maxbin2.spades.001_1_998	768.8447849	-1.588162159	0.2527536017	-6.28344027	3.31e-10	3.99e-08	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.25_31_17	136.1959218	-1.586531691	0.6808467258	-2.330233268	0.01979382558	0.1573400626	K01844	,aminoacids,aminoacids	No Module	-	-	310,470	,Lysine  degradation  ,D-Amino  acid  metabolism	kamD; beta-lysine 56-aminomutase alpha subunit	5.4.3.3	Symbiobacterium_sp._UNIPD15	AA
metabat2.megahit.33_28_34	222.5693633	-3.390256508	0.762121637	-4.448445423	8.65e-06	0.0004428071896	K00162,K21417	,cofactors_and_vitamins,carbohydrate,carbohydrate,carbohydrate	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	100	,785,10,20,620	,Lipoic  acid  metabolism  ,Glycolysis  /  Gluconeogenesis  ,Citrate  cycle  (TCA  cycle)  ,Pyruvate  metabolism	PDHB pdhB; pyruvate dehydrogenase E1 component subunit beta	1.2.4.1	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_10_106	129.8138031	-1.586147098	0.4039858639	-3.926244059	8.63e-05	0.001191120905	K03553	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['recA;', 'recombination', 'protein', 'RecA\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_2_55	301.6186577	-3.385173654	0.4907474963	-6.897994752	5.27e-12	1.68e-09	K10439,K10549,K17202	transporters	No Module	-	-			['rbsB;', 'ribose', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
maxbin2.spades.001_1_794	2942.756435	-1.584810741	0.3368239074	-4.705161084	2.54e-06	7.91e-05	K03166		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.megahit.33_50_9	361.8073331	-3.37393011	0.4551861316	-7.412198826	1.24e-13	6.52e-11	K00523,K00528,K02574,K07098	carbohydrate	No Module	-	-	520	Amino  sugar  and  nucleotide  sugar  metabolism	ascD ddhD rfbI; CDP-4-dehydro-6-deoxyglucose reductase E3	1.17.1.1	Tissierellaceae_sp._UNIPD12	AA+Ab
maxbin2.spades.001_1_10	53.66339793	-1.582795486	0.4131116738	-3.831398594	0.0001274168893	0.001772074891	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.25_30_27	42.16061162	-3.351037601	0.8745695245	-3.831642319	0.0001272907067	0.01982552756	K02040	transporters	No Module	-	-			['pstS;', 'phosphate', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA+Ab
metabat2.spades.15_4_106	41.66497177	-1.579070002	0.5336258146	-2.959133459	0.003085054637	0.01924122231	K09127	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr3;', 'CRISPR-associated', 'protein', 'Cmr3\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_3_142	72.03314156	-3.330524663	0.9419250767	-3.535870045	0.0004064345773	0.02532087416	K00111	lipid	No Module	-	-	564	Glycerophospholipid  metabolism	glpA glpD; glycerol-3-phosphate dehydrogenase	1.1.5.3	Symbiobacterium_sp._UNIPD15	AA+Ab
maxbin2.spades.001_1_1046	114.5286138	-1.577196827	0.9436573905	-1.671365946	0.09464941803	0.2315644761	K03552	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	hjr hjc hje; holliday junction resolvase	3.1.21.10	Methanothermobacter_thermautotrophicus_UNIPD4	AA
vamb.spades.267_35_36	23.8713724	-1.572928001	0.6354384331	-2.47534288	0.01331083156	0.124540424	K01006	,energy,energy,carbohydrate,carbohydrate	M00169,M00171,M00172,M00173,M00614	CAM (Crassulacean acid metabolism), light,C4-dicarboxylic acid cycle, NAD - malic enzyme type,C4-dicarboxylic acid cycle, NADP - malic enzyme type,Reductive citrate cycle (Arnon-Buchanan cycle),Anoxygenic_photosynthesis_in_green_sulfur_bacteria	50.0,14.285714285714285,25.0,50.0,46.15384615384615	,710,720,10,620	,Carbon  fixation  in  photosynthetic  organisms  ,Carbon  fixation  pathways  in  prokaryotes  ,Glycolysis  /  Gluconeogenesis  ,Pyruvate  metabolism	ppdK; pyruvate orthophosphate dikinase	2.7.9.1	Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_1314	541.9613784	0.5961974853	0.27344799	2.180295731	0.0292355473	0.1087283926	K00203	energy	M00567,M00617	Methanogenesis, CO2 => methane,Methanogen	100.0,100.0	680	Methane  metabolism	fwdD fmdD; formylmethanofuran dehydrogenase subunit D	1.2.7.12	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.megahit.33_41_114	4.038062354	-1.572811573	1.188728772	-1.323103815	0.1858008561	0.4766916232	K06012		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1315	5779.785381	0.6068698017	0.2743452949	2.21	0.027	0.1024692123	K00200	energy	M00567,M00617	Methanogenesis, CO2 => methane,Methanogen	100.0,100.0	680	Methane  metabolism	fwdA fmdA; formylmethanofuran dehydrogenase subunit A	1.2.7.12	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_5_75	147.0361074	-1.572273918	0.3801728949	-4.135681263	3.54e-05	0.0005642511899	K02390,K02392		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_28_33	384.3359174	-3.315766964	0.7254004925	-4.570946667	4.86e-06	0.0002997408114	K00161,K21416	,cofactors_and_vitamins,carbohydrate,carbohydrate,carbohydrate	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	100	,785,10,20,620	,Lipoic  acid  metabolism  ,Glycolysis  /  Gluconeogenesis  ,Citrate  cycle  (TCA  cycle)  ,Pyruvate  metabolism	PDHA pdhA; pyruvate dehydrogenase E1 component subunit alpha	1.2.4.1	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_8_25	4.286107728	-1.569567112	1.064256617	-1.474801365	0.1402659541	0.4090658917	K01485	,aminoacids,nucleotide	No Module	-	-	330,240	,Arginine  and  proline  metabolism  ,Pyrimidine  metabolism	codA; cytosine/creatinine deaminase	3.5.4.1,3.5.4.1	Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1317	3121.629212	0.4780925416	0.2859927289	1.671694744	0.09458453116	0.241013112	K00201	energy	M00567,M00617	Methanogenesis, CO2 => methane,Methanogen	100.0,100.0	680	Methane  metabolism	fwdB fmdB; formylmethanofuran dehydrogenase subunit B	1.2.7.12	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1032	28.65789345	-1.567828014	0.5461760385	-2.87055437	0.004097527239	0.02428960409	K07038	noPWY	No Module	-	-	99996	General  function  prediction  only\n	['K07038;', 'inner', 'membrane', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.megahit.33_29_7	4.557327184	-1.566732299	1.154665441	-1.356871215	0.1748221346	0.4626698806	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_702	1677.547843	-1.56654735	0.3869542222	-4.04840485	5.16e-05	0.0008713527634	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.15_17_24	1681.946372	-1.565733695	0.4717528009	-3.318970638	0.00090349929	0.007438263246	K06381		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1326	138.0135705	-0.5087131064	0.3316048049	-1.534094497	0.1250064069	0.2803961468	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1425	333.7144829	-1.56535409	0.4834537148	-3.24	0.0012	0.009808080325	K06950	noPWY	No Module	-	-	99997	Function  unknown\n	['K06950;', 'uncharacterized', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_1327	418.0877806	-0.287232725	0.2634257682	-1.090374442	0.2755482354	0.4688522262	K09720	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['nrpRI;', 'HTH-type', 'transcriptional', 'regulator,', 'global', 'nitrogen', 'regulator', 'NrpRI\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1328	6933.26585	-0.2719740007	0.2636414158	-1.03	0.3022568454	0.495929824	K01915	,aminoacids,aminoacids,energy,carbohydrate	No Module	-	-	250,220,910,630	,Alanine   aspartate  and  glutamate  metabolism  ,Arginine  biosynthesis  ,Nitrogen  metabolism  ,Glyoxylate  and  dicarboxylate  metabolism	glnA GLUL; glutamine synthetase	6.3.1.2	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_7_2	676.262982	-1.564738244	0.7149872333	-2.188484174	0.02863435285	0.1964582089	K06901	transporters	No Module	-	-			['pbuG,', 'azgA,', 'ghxP,', 'ghxQ,', 'adeQ;', 'adenine/guanine/hypoxanthine', 'permease\n']	-	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1329	1068.585377	0.334425344	0.2820518786	1.185687348	0.2357457927	0.4301809908	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.megahit.33_31_9	26.72878805	-1.564285944	0.6418629106	-2.437102873	0.01480546669	0.1053646993	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1331	120.7878303	-0.3730237801	0.3046358825	-1.224490618	0.2207672034	0.4105218712	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_29_10	346.1720569	-1.562054151	0.4476687873	-3.48930771	0.0004842733356	0.004665509922	K00929	carbohydrate	No Module	-	-	650	Butanoate  metabolism	buk; butyrate kinase	2.7.2.7	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1334	92.87721117	0.9684796471	0.4234278447	2.29	0.0222	0.08838855574	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_38_9	18.23714109	-1.558123245	0.5354153708	-2.910120498	0.003612894349	0.0216582304	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.1_17_13	28.71653745	-3.288181872	1.230229224	-2.672820487	0.00752164887	0.06769483983	K21903	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['cadC,', 'smtB;', 'ArsR', 'family', 'transcriptional', 'regulator,', 'lead/cadmium/zinc/bismuth-responsive', 'transcriptional', 'repressor\n']	-	Limnochordia_sp._UNIPD22	AA+Ab
metabat2.spades.15_5_97	10.21948886	-1.557524891	0.7813859337	-1.993285039	0.04623024371	0.1384461267	K02025	transporters	No Module	-	-			['ABC.MS.P;', 'multiple', 'sugar', 'transport', 'system', 'permease', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1337	483.946676	-0.7508998242	0.2937654904	-2.556119928	0.01058466317	0.05492772048	K10747	,geneticInformation,geneticInformation	No Module	-	-	34,003,400	,DNA  repair  and  recombination  proteins  BR:ko03400\n,DNA  repair  and  recombination  proteins  BR:ko03400\n	LIG1; DNA ligase 1	6.5.1.1,6.5.1.6,6.5.1.6	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_29_7	42.13249573	-1.55478154	0.7938764276	-1.95846795	0.05017512821	0.2721540986	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_10_90	390.610856	-3.239501146	0.8024955512	-4.04	5.42e-05	0.01125323519	K00134	,energy,carbohydrate	M00001,M00002,M00003,M00165,M00166,M00308,M00552,M00611,M00612	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate,Glycolysis, core module involving three-carbon compounds,Gluconeogenesis, oxaloacetate => fructose-6P,Reductive pentose phosphate cycle (Calvin cycle),Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P,Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P,D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P,Oxygenic_photosynthesis_in_plants_and_cyanobacteria,Anoxygenic_photosynthesis_in_purple_bacteria	100.0,100.0,87.5,81.81818181818183,75.0,80.0,40.0,75.0,75.0	,710,10	,Carbon  fixation  in  photosynthetic  organisms  ,Glycolysis  /  Gluconeogenesis	GAPDH gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	Symbiobacterium_sp._UNIPD15	AA+Ab
metabat2.megahit.33_45_9	15.2985211	-1.553122089	0.615843339	-2.521943473	0.01167084609	0.08937294306	K07045	noPWY	No Module	-	-	99997	Function  unknown\n	['K07045;', 'uncharacterized', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.15_4_102	339.0415747	-1.55238888	0.424842124	-3.654037094	0.0002581489479	0.002796407742	K19076	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr2,', 'cas10;', 'CRISPR-associated', 'protein', 'Cmr2\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_1_68	9.951788423	-1.551171049	0.848193686	-1.82879344	0.06743055813	0.3226423693	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_10_12	6.632766211	-1.55075293	0.9688782191	-1.600565375	0.1094732165	0.393198623	K06196	,transporters,transporters	No Module	-	-	-	,-,-	['ccdA;', 'cytochrome', 'c-type', 'biogenesis', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1346	321.5033566	-0.3138399352	0.2944059408	-1.066010877	0.2864187248	0.4808537992	K04042	carbohydrate	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	60	520	Amino  sugar  and  nucleotide  sugar  metabolism	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase	2.7.7.23,2.7.7.23	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1289	36.99579039	-1.55031962	0.5337937829	-2.904341845	0.00368026088	0.022403743	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_1349	69.84717084	-0.822788788	0.462861865	-1.777611962	0.07546760779	0.2087360873	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_31_75	85.16676368	-1.548870261	0.5133990688	-3.016893398	0.002553796042	0.04157579956	K06416	signalling	No Module	-	-	99978	Cell  growth\n	['spoVS;', 'stage', 'V', 'sporulation', 'protein', 'S\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_1350	191.418742	-0.9179272238	0.3725834173	-2.463682443	0.01375178888	0.06474895417	K02984	genetic_information_processing	No Module	-	-	3010	Ribosome	['RP-S3Ae,', 'RPS3A;', 'small', 'subunit', 'ribosomal', 'protein', 'S3Ae\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1351	227.9539744	-0.3961129733	0.2923174424	-1.35507813	0.1753926657	0.3494430405	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_8_91	14.50543785	-1.548168475	0.7692933604	-2.01	0.0442	0.134596682	K01933	nucleotide	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	100	230	Purine  metabolism	purM; phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1354	1206.634966	0.5235056824	0.2883765	1.82	0.06946939246	0.2002051495	K14415		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1355	41.95359384	0.5566505506	0.4900251006	1.135963341	0.2559719069	0.4512732716	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_564	36.51469213	-1.547817208	0.4048083799	-3.823579959	0.0001315279112	0.001815285981	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.15_2_51	89.81717801	-1.545530553	0.4042873752	-3.822851388	0.0001319172928	0.001668495815	K01470,K22232	aminoacids	No Module	-	-	330	Arginine  and  proline  metabolism	E3.5.2.10; creatinine amidohydrolase	3.5.2.10	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_9_68	156.2279431	-3.223630821	0.6731079587	-4.789173533	1.67e-06	6.27e-05	K01035	,aminoacids,carbohydrate	No Module	-	-	310,650	,Lysine  degradation  ,Butanoate  metabolism	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit	2.8.3.8,2.8.3.8	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.spades.15_23_7	494.8414671	-1.545449156	0.4925594049	-3.137589377	0.001703433308	0.01227948059	K17898	aminoacids	No Module	-	-	470	D-Amino  acid  metabolism	oraE; D-ornithine 45-aminomutase subunit beta	5.4.3.5	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1359	346.8679677	0.5285698772	0.3398846118	1.555145066	0.1199115239	0.2746360709	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_63_10	16.81418919	-1.544956558	0.6803229001	-2.270916587	0.02315202795	0.1923035791	K00640	,aminoacids,energy	M00021	Cysteine biosynthesis, serine => cysteine	100	270,920	,Cysteine  and  methionine  metabolism  ,Sulfur  metabolism	cysE; serine O-acetyltransferase	2.3.1.30	Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_136	295.22464	-0.3539951373	0.3223019124	-1.1	0.272	0.4642446108	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_18_37	4.907226555	-1.543325163	0.8521913996	-1.811007673	0.07013966401	0.1852931147	K02003	transporters	No Module	-	-			['ABC.CD.A;', 'putative', 'ABC', 'transport', 'system', 'ATP-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_2_109	24.60769256	-3.216170976	1.054746597	-3.049235697	0.002294244079	0.01959270302	K05878	lipid	No Module	-	-	561	Glycerolipid  metabolism	dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK	2.7.1.121	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.spades.15_29_24	10.83619121	-1.543203252	1.068178274	-1.444705709	0.1485405655	0.3170369162	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_7	332.9201638	-3.156870566	1.168376192	-2.701929898	0.006893829561	0.04169660568	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_16_60	166.9147179	-1.542950693	0.6162438596	-2.503798892	0.01228678515	0.1300043978	K01537	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	ATP2C; P-type Ca2+ transporter type 2C	7.2.2.10	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1363	86.65470801	0.9547096369	0.4399855771	2.169865756	0.03001701717	0.1103459892	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_7_1	35.41878251	-1.542201063	0.6948914257	-2.219341046	0.02646353117	0.1865048863	K00868,K00941	cofactors_and_vitamins	No Module	-	-	750	Vitamin  B6  metabolism	pdxK pdxY; pyridoxine kinase	2.7.1.35	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_12_61	1123.835709	-1.541249862	0.3576176653	-4.31	1.63e-05	0.0002977370206	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.267_31_13	9.63092688	-1.539000149	0.8634983285	-1.78	0.07470276174	0.361952667	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_1369	57.8163578	0.8066858339	0.3739900871	2.156971165	0.03100791125	0.1129005999	K04797		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1173	106.7487429	-1.538852566	0.3588372073	-4.288442043	1.8e-05	0.0003739250194	K09721	noPWY	No Module	-	-	99997	Function  unknown\n	['K09721;', 'uncharacterized', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_137	206.9565499	-0.7521200637	0.3203338143	-2.347925914	0.01887827588	0.0798442521	K19076	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr2,', 'cas10;', 'CRISPR-associated', 'protein', 'Cmr2\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_3_68	163.8621565	-1.535050991	0.5994274424	-2.560862053	0.01044128059	0.1215411988	K04043	Folding_sorting_degradation	No Module	-	-	3018	RNA  degradation	['dnaK,', 'HSPA9;', 'molecular', 'chaperone', 'DnaK\n']	-	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_29_4	66.25661247	-1.532998299	0.4904452749	-3.125727532	0.001773658014	0.01254863045	K00634	carbohydrate	No Module	-	-	650	Butanoate  metabolism	ptb; phosphate butyryltransferase	2.3.1.19	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1371	214.9198564	0.4254550665	0.2587827448	1.64	0.100163245	0.2503279819	K03264	translation	No Module	-	-	3008	Ribosome  biogenesis  in  eukaryotes	['EIF6;', 'translation', 'initiation', 'factor', '6\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.18_17_3	381.9604369	-1.532541666	0.4917081804	-3.116770733	0.001828437071	0.2362688388	K21903	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['cadC,', 'smtB;', 'ArsR', 'family', 'transcriptional', 'regulator,', 'lead/cadmium/zinc/bismuth-responsive', 'transcriptional', 'repressor\n']	-	Limnochordia_sp._UNIPD14	AA
maxbin2.spades.001_1_1372	27.80997655	0.9935591804	0.4541197021	2.187879486	0.02867838197	0.1071665853	K02910	genetic_information_processing	No Module	-	-	3010	Ribosome	['RP-L31e,', 'RPL31;', 'large', 'subunit', 'ribosomal', 'protein', 'L31e\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1375	130.4210988	0.5666673912	0.3495012145	1.621360292	0.1049403915	0.2548708027	K06875		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1564	61.98525458	-1.530046896	0.3489387125	-4.384858548	1.16e-05	0.0002590599966	K05337	noPWY	No Module	-	-	99982	Energy  metabolism\n	['fer;', 'ferredoxin\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.15_31_20	568.5288278	-1.529555263	0.3452324725	-4.43	9.4e-06	0.0001952675475	K02650		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_28_1	98.83372537	-3.109270386	0.7866802147	-3.952394287	7.74e-05	0.002353712546	K02015	transporters	No Module	-	-			['ABC.FEV.P;', 'iron', 'complex', 'transport', 'system', 'permease', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
maxbin2.spades.001_1_138	512.8218168	-0.4980749827	0.2766150164	-1.800607173	0.07176481778	0.2027064112	K07061	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr1;', 'CRISPR-associated', 'protein', 'Cmr1\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_1_175	22.39889007	-1.529017869	0.8589031396	-1.780198253	0.07504352115	0.3470762853	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1380	378.0751952	-0.3621463144	0.2561484537	-1.413814174	0.1574164709	0.3238710075	K03146	cofactors_and_vitamins	No Module	-	-	730	Thiamine  metabolism	THI4 THI1; cysteine-dependent adenosine diphosphate thiazole synthase	2.4.2.60	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_34_12	176.8627985	-1.526893273	0.2952291275	-5.17	2.32e-07	9.54e-06	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1383	276.6955789	0.7833080235	0.3584226936	2.185430882	0.02885726859	0.1075776934	K07151,K21306	protein_families	M00072	N-glycosylation by oligosaccharyltransferase	0	1003	Glycosyltransferases  BR:ko01003\n	STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase	2.4.99.18	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1388	188.0396895	0.6356709377	0.3646578918	1.743198082	0.08129902035	0.2189466721	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.megahit.33_2_83	4.119652488	-1.526789346	1.161863729	-1.314086418	0.1888171243	0.4801485965	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1390	1552.153058	-0.5232859645	0.2336792528	-2.239334293	0.02513417315	0.09693723075	K10977	,aminoacids,energy,carbohydrate	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	100	300,680,620	,Lysine  biosynthesis  ,Methane  metabolism  ,Pyruvate  metabolism	aksA; methanogen homocitrate synthase	2.3.3.14,2.3.3.14	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
