	GENE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO	PWY	Module	Module-Name	Module-Completeness	Metabolism	Metabolism-name	KO-name	EC	MAG	Condition
2057	metabat2.spades.15_12_90	12.3338794363184	1.29782304340433	0.646695026828003	2.00685483816084	0.0447651217927036	0.135855543885631	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2058	metabat2.spades.15_13_1	6.31941374303852	-3.30876659621266	1.09032949437859	-3.03464834554294	0.0024081629221211	0.0159417568879597	K02421		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2059	metabat2.spades.15_13_10	63.4726669975466	-2.57968763875388	0.493341917908269	-5.22900557425071	1.70424227517325e-07	7.42000867498506e-06	K02390		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2060	metabat2.spades.15_13_12	7.5917347967975	-2.53600463190794	0.94167598888895	-2.69307560331881	0.0070796213256965	0.0349962067278975	K02389		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2061	metabat2.spades.15_13_13	36.1213019168226	-2.18361053401998	0.56540947744762	-3.86199846503681	0.0001124632732995	0.0014652058338069	K02414		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2062	metabat2.spades.15_13_14	43.3069297071601	-2.39722397388134	0.574186642946741	-4.17499083848193	2.97998046072551e-05	0.0004953383391413	K02383		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2063	metabat2.spades.15_13_15	4.19454847403123	-1.79170626392916	1.05002868107909	-1.70634030880744	0.0879447372623771	0.218798774903321	K02413		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2064	metabat2.spades.15_13_16	35.1824079066501	-2.1991729512425	0.479757422414462	-4.5839268940849	4.56323837062002e-06	0.0001135293590228	K02412,K03224		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2065	metabat2.spades.15_13_17	15.0879982444088	-1.2533289565855	0.619103827093868	-2.02442450157149	0.0429264928641076	0.132045624788505	K02411		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2066	metabat2.spades.15_13_18	50.3006216610436	-2.14303546027805	0.50384010484668	-4.25340388679497	2.10545329864832e-05	0.0003638737609267	K02410		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2067	metabat2.spades.15_13_19	69.104351323806	-1.3432050365485	0.388458926721374	-3.45777878728457	0.0005446483980001	0.005159347167667	K02409		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2068	metabat2.spades.15_13_2	5.05022601179208	-2.5508187856716	1.02403756589654	-2.49094258904298	0.01274047047533	0.0544234436908436	K02420		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2069	metabat2.spades.15_13_20	10.6691677106369	-1.63651473809116	0.739726068433623	-2.21232535654245	0.0269441922969669	0.0934175365395607	K02408		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2070	metabat2.spades.15_13_21	19.5740009754746	-1.36165866992415	0.572630224024588	-2.3779022007502	0.0174114431715647	0.0672687838573764	K02388		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2071	metabat2.spades.15_13_22	65.8796655368753	-1.39442104242701	0.398776441746746	-3.49674879568882	0.0004709650961838	0.0045885362754739	K02387		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2072	metabat2.spades.15_13_23	139.661237839708	-0.642544375934888	0.312273194732728	-2.05763538713221	0.0396251470505422	0.124599073503372	K03706	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['codY;', 'transcriptional', 'pleiotropic', 'repressor\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2073	metabat2.spades.15_13_24	436.348558258506	-1.0489488614086	0.260830342915597	-4.02157528791822	5.78102241150085e-05	0.0008498853727037	K03667		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2074	metabat2.spades.15_13_26	209.228800499012	0.892069292554494	0.364489892053276	2.44744590180324	0.0143872721723618	0.0595837603556631	K03168	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	topA; DNA topoisomerase I	5.6.2.1	Caldanaerobacter_subterraneus_UNIPD13	AA
2075	metabat2.spades.15_13_3	5.69036294198396	-1.11562564131123	0.836359744520282	-1.33390643036164	0.182234523894246	0.362866281527329	K02419		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2076	metabat2.spades.15_13_30	74.6855299949294	-0.580682657577449	0.372588907566439	-1.55850763612415	0.119112959255101	0.272120827198334	K01867		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2077	metabat2.spades.15_13_31	67.4621877330078	-0.65253055275894	0.455712924534543	-1.43188950242178	0.152175446994632	0.321085938486343	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2078	metabat2.spades.15_13_39	134.631465341207	0.340004432021118	0.284545188549813	1.19490487171459	0.232124199274287	0.430056617968073	K03106		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2079	metabat2.spades.15_13_44	1851.84722720974	-0.984642468158024	0.429908439415203	-2.29035389372076	0.0220008099810647	0.0808123685101959	K06416	signalling	No Module	-	-	99978	Cell  growth\n	['spoVS;', 'stage', 'V', 'sporulation', 'protein', 'S\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2080	metabat2.spades.15_13_5	4.41647094942648	-2.46504020867568	1.13021064737334	-2.18104493565384	0.0291800930080297	0.0992413268096562	K03413		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2081	metabat2.spades.15_13_54	5.39056971014928	1.36523010988972	1.05369612295892	1.29565828339197	0.195093239612212	0.380768184898318	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2082	metabat2.spades.15_13_55	69.8844764174328	0.541141399744361	0.305538966096318	1.77110437551776	0.0765433465460384	0.198504165613094	K02911	genetic_information_processing	No Module	-	-	3010	Ribosome	['RP-L32,', 'MRPL32,', 'rpmF;', 'large', 'subunit', 'ribosomal', 'protein', 'L32\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2083	metabat2.spades.15_13_56	247.746498574755	0.876083348978041	0.286056531102628	3.06262313117309	0.0021940618903682	0.0150983468686737	K07040		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2084	metabat2.spades.15_13_57	216.837675566878	-0.456937032141421	0.268025570016037	-1.70482626756126	0.0882268309750091	0.218845713204867	K00925	,aminoacids,energy,energy,carbohydrate,carbohydrate	M00357,M00579,M00617,M00618	Methanogenesis, acetate => methane,Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate,Methanogen,Acetogen	33.33333333333333,100.0,33.33333333333333,55.55555555555556	430720680620640	,Taurine  and  hypotaurine  metabolism  ,Carbon  fixation  pathways  in  prokaryotes  ,Methane  metabolism  ,Pyruvate  metabolism  ,Propanoate  metabolism	ackA; acetate kinase	2.7.2.1	Caldanaerobacter_subterraneus_UNIPD13	AA
2085	metabat2.spades.15_13_6	8.34657607593224	-1.41369233569884	0.83322098714604	-1.69665953871498	0.0897610464175308	0.220650389890651	K02417		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2086	metabat2.spades.15_13_63	76.7751516827847	0.584595379514348	0.362918383776006	1.61081776412617	0.107219448084549	0.252333503600227	K08316		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2087	metabat2.spades.15_13_66	45.4818391322198	-1.1135325498504	0.355209325594796	-3.13486293746875	0.0017193442350459	0.0122794805935142	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2088	metabat2.spades.15_13_67	127.175831847106	-1.03037898375791	0.312254893253071	-3.29980091912547	0.000967534371168	0.0078512466534924	K03655	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	recG; ATP-dependent DNA helicase RecG	5.6.2.4	Caldanaerobacter_subterraneus_UNIPD13	AA
2089	metabat2.spades.15_13_68	224.263144968166	-1.40417786875356	0.31023733514572	-4.52614082729281	6.00705576717091e-06	0.0001373734773421	K07030	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	fakA; fatty acid kinase	2.7.2.18	Caldanaerobacter_subterraneus_UNIPD13	AA
2090	metabat2.spades.15_13_7	41.0608423208033	-2.18390911154115	0.492622230714357	-4.4332329630643	9.28304654679404e-06	0.0001952675475496	K02416		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2091	metabat2.spades.15_13_70	82.2802192349445	1.22346294606444	0.522499867332354	2.34155647217842	0.0192035205341463	0.0727036295807813	K02902	genetic_information_processing	No Module	-	-	3010	Ribosome	['RP-L28,', 'MRPL28,', 'rpmB;', 'large', 'subunit', 'ribosomal', 'protein', 'L28\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2092	metabat2.spades.15_13_71	3.89359756711408	1.28304923786254	0.994986289753007	1.28951448987407	0.197219282190295	0.383449892199465	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2093	metabat2.spades.15_13_72	41.9812841203128	-0.612507219538008	0.347349172329661	-1.76337607321745	0.0778370825235872	0.20002628244427	K00949	cofactors_and_vitamins	No Module	-	-	730	Thiamine  metabolism	thiN TPK1 THI80; thiamine pyrophosphokinase	2.7.6.2	Caldanaerobacter_subterraneus_UNIPD13	AA
2094	metabat2.spades.15_13_75	57.801141894212	-0.66012511516589	0.326935359827103	-2.01913037340162	0.0434736706900032	0.133547341169833	K12132		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2095	metabat2.spades.15_13_77	30.8022847807623	-0.662418182326357	0.42008525589385	-1.57686606000221	0.114826347476241	0.266359478162099	K06941		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2096	metabat2.spades.15_13_78	33.6121259892961	-0.52343522246506	0.364561070641156	-1.43579571330666	0.151060479972862	0.320225586758951	K03500		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2097	metabat2.spades.15_13_8	5.83867433883588	-2.16589331612587	0.824406240755823	-2.62721606054335	0.0086086653704854	0.0402686330553288	K02415		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2098	metabat2.spades.15_13_80	19.9256819727866	-0.69093988259877	0.501927170452896	-1.37657397979736	0.168644000215055	0.34304583691544	K09729	noPWY	No Module	-	-	99997	Function  unknown\n	['K09729;', 'uncharacterized', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2099	metabat2.spades.15_13_83	134.722157697262	-0.769864394631139	0.292815869307109	-2.62917579041352	0.0085592102993931	0.040120190720137	K04066	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	"priA; primosomal protein ""N"" (replication factor Y) (superfamily II helicase) "	5.6.2.4	Caldanaerobacter_subterraneus_UNIPD13	AA
2100	metabat2.spades.15_13_84	181.52516226497	-0.407410339734231	0.294685367202812	-1.38252653533977	0.166810088647285	0.339926229250633	K01598,K13038	cofactors_and_vitamins	M00120	Coenzyme A biosynthesis, pantothenate => CoA	100	770	Pantothenate  and  CoA  biosynthesis	PPCDC coaC; phosphopantothenoylcysteine decarboxylase	4.1.1.36	Caldanaerobacter_subterraneus_UNIPD13	AA
2101	metabat2.spades.15_13_89	74.7443827285465	0.785231500268597	0.354563923294883	2.214640149995	0.0267847738783042	0.0930934244853621	K01778	,aminoacids,aminoacids	M00016,M00525,M00527	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine,Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine,Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	100.0,77.77777777777779,85.71428571428571	300470	,Lysine  biosynthesis  ,D-Amino  acid  metabolism	dapF; diaminopimelate epimerase	5.1.1.7	Caldanaerobacter_subterraneus_UNIPD13	AA
2102	metabat2.spades.15_13_93	18.7090165699564	1.45992716333702	0.531479683572839	2.7469105752505	0.0060159534949238	0.0313052905415952	K01975		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2103	metabat2.spades.15_14_10	98.2295134272438	0.592462283261245	0.313466293705359	1.89003505371499	0.0587532720758112	0.162812004871036	K09762		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2104	metabat2.spades.15_14_13	269.89533496828	0.391764439173157	0.273589385100827	1.43194312538397	0.152160098861326	0.321085938486343	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2105	metabat2.spades.15_14_16	54.667432304142	2.56454268112463	0.682720397752107	3.75635866391061	0.0001724035641544	0.0020543245749769	K15772	transporters	No Module	-	-			['ganQ,', 'mdxG;', 'arabinogalactan', 'oligomer', '/', 'maltooligosaccharide', 'transport', 'system', 'permease', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2106	metabat2.spades.15_14_17	67.055330989749	2.47861077741752	0.632746688803665	3.91722441424993	8.95743550326875e-05	0.0012143493400838	K15771	transporters	No Module	-	-			['ganP,', 'mdxF;', 'arabinogalactan', 'oligomer', '/', 'maltooligosaccharide', 'transport', 'system', 'permease', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2107	metabat2.spades.15_14_18	601.239813902158	2.37791530173709	0.498208080486401	4.7729360379212	1.81559465421838e-06	5.40856091730316e-05	K15770	transporters	No Module	-	-			['cycB,', 'ganO,', 'mdxE;', 'arabinogalactan', 'oligomer', '/', 'maltooligosaccharide', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2108	metabat2.spades.15_14_19	252.978113473356	2.9254063501266	0.578872185507356	5.05363087632655	4.33489025800597e-07	1.55780818160723e-05	K00701	carbohydrate	No Module	-	-	500	Starch  and  sucrose  metabolism	cgt; cyclomaltodextrin glucanotransferase	2.4.1.19	Caldanaerobacter_subterraneus_UNIPD13	AA
2109	metabat2.spades.15_14_2	80.8276743600034	0.85738617008061	0.351001610909251	2.44268443059163	0.0145784785764424	0.0596847658174786	K01178	carbohydrate	No Module	-	-	500	Starch  and  sucrose  metabolism	SGA1; glucoamylase	3.2.1.3	Caldanaerobacter_subterraneus_UNIPD13	AA
2110	metabat2.spades.15_14_20	11.12987351538	1.22365220909107	0.754223985482099	1.62239895925468	0.104717951868143	0.248573330105889	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2111	metabat2.spades.15_14_21	34.8681964041756	1.45794402378272	0.483859746213717	3.01315419435359	0.0025854751368839	0.0168689213541938	K06958		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2112	metabat2.spades.15_14_22	26.6124331941189	0.986766495805106	0.480191787351673	2.05494246631594	0.0398845620870202	0.125067380283953	K04477	noPWY	No Module	-	-	99996	General  function  prediction  only\n	['ycdX;', 'putative', 'hydrolase\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2113	metabat2.spades.15_14_23	80.9750146788938	1.45139546016108	0.381257138907257	3.80686762829153	0.0001407380246295	0.0017411523921381	K00075	,glycan_biosynthesis,carbohydrate	No Module	-	-	550520	,Peptidoglycan  biosynthesis  ,Amino  sugar  and  nucleotide  sugar  metabolism	murB; UDP-N-acetylmuramate dehydrogenase	1.3.1.98	Caldanaerobacter_subterraneus_UNIPD13	AA
2114	metabat2.spades.15_14_24	39.7085554966066	1.24094179550027	0.487911963079089	2.5433723487102	0.0109788164428343	0.0489292134381433	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2115	metabat2.spades.15_14_26	4.13696376132041	1.61037126045285	1.09776297058542	1.46695716981059	0.142387706892361	0.308483988903641	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2116	metabat2.spades.15_14_29	72.286861223182	0.435041820373912	0.355096146479816	1.2251381060781	0.220523189821408	0.415361482325846	K08281	cofactors_and_vitamins	No Module	-	-	760	Nicotinate  and  nicotinamide  metabolism	pncA; nicotinamidase/pyrazinamidase	3.5.1.19,3.5.1.19	Caldanaerobacter_subterraneus_UNIPD13	AA
2117	metabat2.spades.15_14_3	236.790719900194	-0.956606283346177	0.361206052633585	-2.64836725844287	0.0080881605739503	0.0384697385282006	K07107	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	ybgC; acyl-CoA thioester hydrolase	3.1.2.-	Caldanaerobacter_subterraneus_UNIPD13	AA
2118	metabat2.spades.15_14_30	4.32814201095544	1.39585307801215	0.983020471488661	1.41996338682378	0.155618340460472	0.325920372620267	K02614	aminoacids	No Module	-	-	360	Phenylalanine  metabolism	paaI; acyl-CoA thioesterase	3.1.2.-	Caldanaerobacter_subterraneus_UNIPD13	AA
2119	metabat2.spades.15_14_31	271.020386539209	0.823004763442114	0.342324222121818	2.40416748292279	0.0162093451069723	0.064269627534475	K03975	noPWY	No Module	-	-	99996	General  function  prediction  only\n	['dedA;', 'membrane-associated', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2120	metabat2.spades.15_14_32	92.9792771844422	0.78786803592675	0.328187467444307	2.40066460204014	0.0163653286774919	0.0643248335518085	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2121	metabat2.spades.15_14_34	351.707476902507	1.65624508657493	0.306428534791635	5.40499626675153	6.48097427935663e-08	3.4123083182473e-06	K21636	,nucleotide,nucleotide	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	62.5	230240	,Purine  metabolism  ,Pyrimidine  metabolism	nrdD; ribonucleoside-triphosphate reductase (formate)	1.1.98.6	Caldanaerobacter_subterraneus_UNIPD13	AA
2122	metabat2.spades.15_14_35	769.826536502699	4.68169370967643	0.345418718945533	13.5536768938531	7.53587225292041e-42	8.53060739030592e-39	K03711	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['fur,', 'zur,', 'furB;', 'Fur', 'family', 'transcriptional', 'regulator,', 'ferric', 'uptake', 'regulator\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2123	metabat2.spades.15_14_36	58.3874429424807	0.431986618231257	0.412540975256379	1.04713627043421	0.295036733013353	0.496113065318427	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2124	metabat2.spades.15_14_4	125.866166098996	-0.460393530875629	0.334833015952057	-1.3749944268983	0.169133172507531	0.343732048974012	K00873	,carbohydrate,carbohydrate	M00001,M00002,M00049,M00050	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate,Glycolysis, core module involving three-carbon compounds,Adenine ribonucleotide biosynthesis, IMP => ADP,ATP,Guanine ribonucleotide biosynthesis IMP => GDP,GTP	100.0,100.0,100.0,100.0	,10,620	,Glycolysis  /  Gluconeogenesis  ,Pyruvate  metabolism	PK pyk; pyruvate kinase	2.7.1.40	Caldanaerobacter_subterraneus_UNIPD13	AA
2125	metabat2.spades.15_14_40	383.095293224397	-0.861322896953354	0.620402134562266	-1.38833000237994	0.165036580306847	0.337222759760561	K02003,K02565,K04096,K04758,K09720,K15545,K20421	transporters	No Module	-	-			['ABC.CD.A;', 'putative', 'ABC', 'transport', 'system', 'ATP-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2126	metabat2.spades.15_14_44	199.574513390743	-0.934332806272983	0.340995715662392	-2.74001332966317	0.0061436692667689	0.0313978944017266	K01992	transporters	No Module	-	-			['ABC-2.P;', 'ABC-2', 'type', 'transport', 'system', 'permease', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2127	metabat2.spades.15_14_45	27.4094520994091	0.586368381784457	0.530365649571779	1.10559268357198	0.268902858011713	0.470699013614223	K01990,K19340	transporters	No Module	-	-			['ABC-2.A;', 'ABC-2', 'type', 'transport', 'system', 'ATP-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2128	metabat2.spades.15_14_47	192.182429022962	-0.752732519325967	0.3761826547596	-2.00097614762967	0.0453949604302942	0.137092076086046	K11261	energy	M00567,M00617	Methanogenesis, CO2 => methane,Methanogen	0.0,33.33333333333333	680	Methane  metabolism	fwdE fmdE; formylmethanofuran dehydrogenase subunit E	1.2.7.12	Caldanaerobacter_subterraneus_UNIPD13	AA
2129	metabat2.spades.15_14_48	195.877871884484	-0.73001903998234	0.294140161633531	-2.48187474953478	0.0130693204620322	0.0555411234075238	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2130	metabat2.spades.15_14_49	429.40344612974	-0.573895616871307	0.336975573257128	-1.70307779677964	0.0885535104435609	0.218845713204867	K02013	transporters	No Module	-	-			ABC.FEV.A; iron complex transport system ATP-binding protein	7.2.2.-	Caldanaerobacter_subterraneus_UNIPD13	AA
2131	metabat2.spades.15_14_50	882.670738021486	-0.797516792674796	0.296989498566059	-2.68533667528788	0.0072456777819406	0.0356613358658994	K02015	transporters	No Module	-	-			['ABC.FEV.P;', 'iron', 'complex', 'transport', 'system', 'permease', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2132	metabat2.spades.15_14_51	2134.90271225893	-0.58183053970204	0.289600788126983	-2.00907788775396	0.0445288742802315	0.135501843239844	K02016	transporters	No Module	-	-			['ABC.FEV.S;', 'iron', 'complex', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2133	metabat2.spades.15_14_54	91.7152991211725	-0.66687725022294	0.566109807469326	-1.17799981809902	0.238796678747055	0.438471760489321	K01042,K17468	aminoacids	No Module	-	-	450	Selenocompound  metabolism	selA; L-seryl-tRNA(Ser) seleniumtransferase	2.9.1.1	Caldanaerobacter_subterraneus_UNIPD13	AA
2134	metabat2.spades.15_14_56	88.9024542313691	-0.65543814843159	0.584002924408399	-1.12231997655758	0.261726415423741	0.463806511895859	K21576	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	grdD; glycine/sarcosine/betaine reductase complex component C subunit alpha	1.21.4.2,1.21.4.3,1.21.4.3	Caldanaerobacter_subterraneus_UNIPD13	AA
2135	metabat2.spades.15_14_58	70.6858308349448	0.681537941120313	0.59993647800301	1.13601683863086	0.255949517128123	0.458431636086862	K10672	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	grdB; glycine reductase complex component B subunit gamma	1.21.4.2	Caldanaerobacter_subterraneus_UNIPD13	AA
2136	metabat2.spades.15_14_60	40.4686271668946	0.870907495126132	0.644242861269854	1.35183103683835	0.176429372960695	0.352547308369826	K10670	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	grdA; glycine/sarcosine/betaine reductase complex component A	1.21.4.2,1.21.4.3,1.21.4.3	Caldanaerobacter_subterraneus_UNIPD13	AA
2137	metabat2.spades.15_14_63	51.3889706429405	1.11704871991959	0.507208929219329	2.20234435075678	0.0276409935940076	0.0952499383513442	K03671		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2138	metabat2.spades.15_14_65	113.992086264513	0.624985430807524	0.521811093392459	1.19772354156807	0.231024661330901	0.429274642632087	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2139	metabat2.spades.15_14_7	178.468186218521	-1.03127961922389	0.375161696437359	-2.74889368775442	0.0059796777432616	0.0312827026765019	K02337,K14162	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	dnaE; DNA polymerase III subunit alpha	2.7.7.7	Caldanaerobacter_subterraneus_UNIPD13	AA
2140	metabat2.spades.15_14_8	101.260914728169	-0.829875894398817	0.351411559544192	-2.36154978929899	0.0181987279852448	0.0692469246362927	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2141	metabat2.spades.15_15_1	66.2534887567422	0.413850278059246	0.331214235047878	1.24949423746664	0.211484359867495	0.403030800286203	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2142	metabat2.spades.15_15_10	9.47437498420646	-0.983659725466421	0.636392698696461	-1.54568040689542	0.122181771439449	0.277173878295503	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2143	metabat2.spades.15_15_12	22.1981035002999	-0.578596180446555	0.483192432197124	-1.19744462432001	0.23113329919104	0.429274642632087	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2144	metabat2.spades.15_15_13	50.2421518984178	-1.2258243532534	0.427343196936524	-2.86847751886753	0.0041245250891728	0.0239433969279159	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2145	metabat2.spades.15_15_14	23.8966982968169	-1.34712782476486	0.551062028561562	-2.44460288487173	0.0145011713586442	0.0595837603556631	K01179	carbohydrate	No Module	-	-	500	Starch  and  sucrose  metabolism	E3.2.1.4; endoglucanase	3.2.1.4	Caldanaerobacter_subterraneus_UNIPD13	AA
2146	metabat2.spades.15_15_15	19.8386149458936	-0.849583559357714	0.675014262018792	-1.2586157169729	0.208169167315162	0.397381951771945	K01179	carbohydrate	No Module	-	-	500	Starch  and  sucrose  metabolism	E3.2.1.4; endoglucanase	3.2.1.4	Caldanaerobacter_subterraneus_UNIPD13	AA
2147	metabat2.spades.15_15_18	6189.10314203787	-0.970081170885446	0.447732576130596	-2.16665309294468	0.0302613157819113	0.101951813884296	K03737	,energy,carbohydrate,carbohydrate,carbohydrate,carbohydrate	M00173,M00307,M00614	Reductive citrate cycle (Arnon-Buchanan cycle),Pyruvate oxidation, pyruvate => acetyl-CoA,Anoxygenic_photosynthesis_in_green_sulfur_bacteria	50.0,100.0,46.15384615384615	,720,10,20,620,650	,Carbon  fixation  pathways  in  prokaryotes  ,Glycolysis  /  Gluconeogenesis  ,Citrate  cycle  (TCA  cycle)  ,Pyruvate  metabolism  ,Butanoate  metabolism	por nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase	1.2.7.1,1.2.7.1	Caldanaerobacter_subterraneus_UNIPD13	AA
2148	metabat2.spades.15_15_2	61.4475026356613	0.58242770581812	0.440005213572578	1.32368364703945	0.185608131717621	0.367643753463424	K07052	protein_families	No Module	-	-	1003	Glycosyltransferases  BR:ko01003\n	['K07052;', 'CAAX', 'protease', 'family', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
2149	metabat2.spades.15_15_20	149.181087631287	-1.08118183888914	0.423383076158275	-2.5536727842304	0.0106593376932505	0.047693163117627	K03406		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
2150	metabat2.spades.15_15_21	167.018182173761	-1.77098653726746	0.38827461581387	-4.56117002023236	5.08693695044921e-06	0.0001200278368927	K01712	aminoacids	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	100	340	Histidine  metabolism	hutU UROC1; urocanate hydratase	4.2.1.49	Caldanaerobacter_subterraneus_UNIPD13	AA
2151	metabat2.spades.15_15_22	58.7210919210434	-2.14730376175556	0.46013703542209	-4.66666144311945	3.06133126355469e-06	7.96649882837681e-05	K00603	,cofactors_and_vitamins,aminoacids	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	100	670340	,One  carbon  pool  by  folate  ,Histidine  metabolism	fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase	2.1.2.5,2.1.2.5	Caldanaerobacter_subterraneus_UNIPD13	AA
2152	metabat2.spades.15_15_23	48.8713063675779	-1.73481397292018	0.435856511604217	-3.98024103514023	6.88454268251553e-05	0.0009864939641275	K01468	aminoacids	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	100	340	Histidine  metabolism	hutI AMDHD1; imidazolonepropionase	3.5.2.7	Caldanaerobacter_subterraneus_UNIPD13	AA
